Location Name,Customer Name,Ship To Name,Part Name,PO Number,Job Number,OEM Number,Customer Part Number,Received Date,Kitting Boxing Date,Job Status Code,Work Order Status,Job Status,Barcode,CycleCount,Serial Number,Parameter,DC_Status,Lower Limit,Measurement MIN,Measurement MAX,Measurement AVG,Upper Limit,DMR ID,Tag,DMR Opened Date,DMR Closed Date,DMR Problem Description,DMR Problem Details,DMR Resolution Category,DMR Resolution Details,Customer ID,Historical Cycle Count,Kit Number,Measurement Count,Measurement Total,Normalize Statistics,PF Created Date,PF last updated date,Process Flow ID,PS Cycle Count,Ship to Customer,Work Order Status ID,WP Customer Part Number,WP Part ID
Location 1,,,Part 1,,,,,11/12/2015,11/18/2015 12:27:18 PM,,,,,7,SN05,CDI - Miscellaneous- Distance,Pass,0.572,0.584,0.584,0.584,0.592,,,,,,,,,,,,,,,,,,,,,,
Location 1,,,Part 1,,,,,11/12/2015,11/18/2015 12:27:18 PM,,,,,7,SN05,Surface Roughness- Post Blast,Pass,200,241.5,253.2,245.55,300,,,,,,,,,,,,,,,,,,,,,,
Location 1,,,Part 1,,,,,11/12/2015,11/18/2015 12:27:18 PM,,,,,7,SN05,Inner Honey Comb Ra (L1 - L6),Pass,0,142,245,183.1666667,1000,,,,,,,,,,,,,,,,,,,,,,
Location 1,,,Part 1,,,,,11/12/2015,11/18/2015 12:27:18 PM,,,,,7,SN05,"UV Inspection 1=Pass, 0=Fail",Pass,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
Location 1,,,Part 1,,,,,11/12/2015,11/18/2015 12:27:18 PM,,,,,7,SN05,Particle Values ( <1.0 p/cm2 at 0.3um),Pass,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,
Location 1,,,Part 1,,,,,12/22/2015 12:30:27 AM,01/03/2016,,,,,8,SN05,Incoming Weight,Pass,15,30.4,30.4,30.4,50,,,,,,,,,,,,,,,,,,,,,,
Location 1,,,Part 1,,,,,12/22/2015 12:30:27 AM,01/03/2016,,,,,8,SN05,Post Strip Weight,Pass,15,19.4,19.4,19.4,50,,,,,,,,,,,,,,,,,,,,,,
Location 1,,,Part 1,,,,,12/22/2015 12:30:27 AM,01/03/2016,,,,,8,SN05,CDI - Flatness,Pass,0,0.0018,0.0018,0.0018,0.002,,,,,,,,,,,,,,,,,,,,,,
Location 1,,,Part 1,,,,,12/22/2015 12:30:27 AM,01/03/2016,,,,,8,SN05,CDI - Diameter (Inner)- Post Strip,Pass,17.608,17.6348,17.6348,17.6348,17.656,,,,,,,,,,,,,,,,,,,,,,
Location 1,,,Part 1,,,,,12/22/2015 12:30:27 AM,01/03/2016,,,,,8,SN05,CDI - Upper Lip Radial Thickness,Pass,0.326,0.3429,0.3429,0.3429,0.364,,,,,,,,,,,,,,,,,,,,,,
Location 1,,,Part 1,,,,,12/22/2015 12:30:27 AM,01/03/2016,,,,,8,SN05,CDI - Avg Wall Cell Thickness,Pass,0.126,0.1339,0.1339,0.1339,0.141,,,,,,,,,,,,,,,,,,,,,,
Location 1,,,Part 1,,,,,12/22/2015 12:30:27 AM,01/03/2016,,,,,8,SN05,CDI - Miscellaneous- Distance,Pass,0.572,0.5842,0.5842,0.5842,0.592,,,,,,,,,,,,,,,,,,,,,,
Location 1,,,Part 1,,,,,12/22/2015 12:30:27 AM,01/03/2016,,,,,8,SN05,Surface Roughness- Post Blast,Pass,200,237.6,273.9,256.5,300,,,,,,,,,,,,,,,,,,,,,,
Location 1,,,Part 1,,,,,12/22/2015 12:30:27 AM,01/03/2016,,,,,8,SN05,Inner Honey Comb Ra (L1 - L6),Pass,0,96.7,160.1,129.7833333,1000,,,,,,,,,,,,,,,,,,,,,,
Location 1,,,Part 1,,,,,12/22/2015 12:30:27 AM,01/03/2016,,,,,8,SN05,"UV Inspection 1=Pass, 0=Fail",Pass,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
Location 1,,,Part 1,,,,,12/22/2015 12:30:27 AM,01/03/2016,,,,,8,SN05,Particle Values ( <1.0 p/cm2 at 0.3um),Pass,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
Location 1,,,Part 1,,,,,02/01/2016,02/09/2016,,,,,9,SN05,Incoming Weight,Pass,15,30.4,30.4,30.4,50,,,,,,,,,,,,,,,,,,,,,,
Location 1,,,Part 1,,,,,02/01/2016,02/09/2016,,,,,9,SN05,Post Strip Weight,Pass,15,19,19,19,50,,,,,,,,,,,,,,,,,,,,,,
Location 1,,,Part 1,,,,,02/01/2016,02/09/2016,,,,,9,SN05,CDI - Flatness,Pass,0,0.001,0.001,0.001,0.002,,,,,,,,,,,,,,,,,,,,,,
Location 1,,,Part 1,,,,,02/01/2016,02/09/2016,,,,,9,SN05,CDI - Diameter (Inner)- Post Strip,Pass,17.608,17.6354,17.6354,17.6354,17.656,,,,,,,,,,,,,,,,,,,,,,
Location 1,,,Part 1,,,,,02/01/2016,02/09/2016,,,,,9,SN05,CDI - Upper Lip Radial Thickness,Pass,0.326,0.3423,0.3423,0.3423,0.364,,,,,,,,,,,,,,,,,,,,,,
Location 1,,,Part 1,,,,,02/01/2016,02/09/2016,,,,,9,SN05,CDI - Avg Wall Cell Thickness,Pass,0.126,0.1338,0.1338,0.1338,0.141,,,,,,,,,,,,,,,,,,,,,,
Location 1,,,Part 1,,,,,02/01/2016,02/09/2016,,,,,9,SN05,CDI - Miscellaneous- Distance,Pass,0.572,0.5847,0.5847,0.5847,0.592,,,,,,,,,,,,,,,,,,,,,,
Location 1,,,Part 1,,,,,02/01/2016,02/09/2016,,,,,9,SN05,Surface Roughness- Post Blast,Pass,200,243.9,261.7,252.575,300,,,,,,,,,,,,,,,,,,,,,,
Location 1,,,Part 1,,,,,02/01/2016,02/09/2016,,,,,9,SN05,Inner Honey Comb Ra (L1 - L6),Pass,0,225,278,257.3333333,1000,,,,,,,,,,,,,,,,,,,,,,
Location 1,,,Part 1,,,,,02/01/2016,02/09/2016,,,,,9,SN05,"UV Inspection 1=Pass, 0=Fail",Pass,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
Location 1,,,Part 1,,,,,02/01/2016,02/09/2016,,,,,9,SN05,Particle Values ( <1.0 p/cm2 at 0.3um),Pass,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
Location 1,,,Part 1,,,,,03/02/2016,3/15/2016 10:25:12 AM,,,,,10,SN05,Incoming Weight,Pass,15,29.4,29.4,29.4,50,,,,,,,,,,,,,,,,,,,,,,
Location 1,,,Part 1,,,,,03/02/2016,3/15/2016 10:25:12 AM,,,,,10,SN05,Post Strip Weight,Pass,15,19,19,19,50,,,,,,,,,,,,,,,,,,,,,,
Location 1,,,Part 1,,,,,03/02/2016,3/15/2016 10:25:12 AM,,,,,10,SN05,CDI - Flatness,Pass,0,0.0011,0.0011,0.0011,0.002,,,,,,,,,,,,,,,,,,,,,,
Location 1,,,Part 1,,,,,03/02/2016,3/15/2016 10:25:12 AM,,,,,10,SN05,CDI - Diameter (Inner)- Post Strip,Pass,17.608,17.6345,17.6345,17.6345,17.656,,,,,,,,,,,,,,,,,,,,,,
Location 1,,,Part 1,,,,,03/02/2016,3/15/2016 10:25:12 AM,,,,,10,SN05,CDI - Upper Lip Radial Thickness,Pass,0.326,0.3429,0.3429,0.3429,0.364,,,,,,,,,,,,,,,,,,,,,,
Location 1,,,Part 1,,,,,03/02/2016,3/15/2016 10:25:12 AM,,,,,10,SN05,CDI - Avg Wall Cell Thickness,Pass,0.126,0.1344,0.1344,0.1344,0.141,,,,,,,,,,,,,,,,,,,,,,
Location 1,,,Part 1,,,,,03/02/2016,3/15/2016 10:25:12 AM,,,,,10,SN05,CDI - Miscellaneous- Distance,Pass,0.572,0.5847,0.5847,0.5847,0.592,,,,,,,,,,,,,,,,,,,,,,
Location 1,,,Part 1,,,,,03/02/2016,3/15/2016 10:25:12 AM,,,,,10,SN05,Surface Roughness- Post Blast,Pass,200,249.7,283.2,264.05,300,,,,,,,,,,,,,,,,,,,,,,
Location 1,,,Part 1,,,,,03/02/2016,3/15/2016 10:25:12 AM,,,,,10,SN05,Inner Honey Comb Ra (L1 - L6),Pass,0,179.8,240.5,206.8333333,1000,,,,,,,,,,,,,,,,,,,,,,
Location 1,,,Part 1,,,,,03/02/2016,3/15/2016 10:25:12 AM,,,,,10,SN05,"UV Inspection 1=Pass, 0=Fail",Pass,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
Location 1,,,Part 1,,,,,03/02/2016,3/15/2016 10:25:12 AM,,,,,10,SN05,Particle Values ( <1.0 p/cm2 at 0.3um),Pass,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,05/11/2016,5/23/2016 4:50:17 PM,,,,,11,SN05,Incoming Weight,Pass,15,25.6,25.6,25.6,50,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,05/11/2016,5/23/2016 4:50:17 PM,,,,,11,SN05,Post Strip Weight,Pass,15,19.2,19.2,19.2,50,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,05/11/2016,5/23/2016 4:50:17 PM,,,,,11,SN05,CDI - Flatness,Pass,0,0.001,0.001,0.001,0.002,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,05/11/2016,5/23/2016 4:50:17 PM,,,,,11,SN05,CDI - Diameter (Inner)- Post Strip,Pass,17.608,17.638,17.638,17.638,17.656,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,05/11/2016,5/23/2016 4:50:17 PM,,,,,11,SN05,CDI - Upper Lip Radial Thickness,Pass,0.326,0.342,0.342,0.342,0.364,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,05/11/2016,5/23/2016 4:50:17 PM,,,,,11,SN05,CDI - Avg Wall Cell Thickness,Pass,0.126,0.131,0.131,0.131,0.141,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,05/11/2016,5/23/2016 4:50:17 PM,,,,,11,SN05,CDI - Distance,Pass,0.572,0.585,0.585,0.585,0.592,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,05/11/2016,5/23/2016 4:50:17 PM,,,,,11,SN05,Surface Roughness- Post Blast,Pass,200,249,282,265.75,300,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,05/11/2016,5/23/2016 4:50:17 PM,,,,,11,SN05,Inner Cells,Pass,0,339,431,386.6666667,1000,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,05/11/2016,5/23/2016 4:50:17 PM,,,,,11,SN05,Particle Values ( <1.0 p/cm2 at 0.3um),Pass,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,06/07/2016,6/21/2016 11:40:44 AM,,,,,12,SN05,Incoming Weight,Pass,15,29,29,29,50,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,06/07/2016,6/21/2016 11:40:44 AM,,,,,12,SN05,Incoming Weight,Pass,15,29,29,29,50,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,06/07/2016,6/21/2016 11:40:44 AM,,,,,12,SN05,Post Strip Weight,Pass,15,19.2,19.2,19.2,50,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,06/07/2016,6/21/2016 11:40:44 AM,,,,,12,SN05,Post Strip Weight,Pass,15,19.2,19.2,19.2,50,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,06/07/2016,6/21/2016 11:40:44 AM,,,,,12,SN05,CDI - Flatness,Pass,0,0.001,0.001,0.001,0.002,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,06/07/2016,6/21/2016 11:40:44 AM,,,,,12,SN05,CDI - Flatness,Pass,0,0.001,0.001,0.001,0.002,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,06/07/2016,6/21/2016 11:40:44 AM,,,,,12,SN05,CDI - Diameter (Inner)- Post Strip,Pass,17.608,17.637,17.637,17.637,17.656,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,06/07/2016,6/21/2016 11:40:44 AM,,,,,12,SN05,CDI - Diameter (Inner)- Post Strip,Pass,17.608,17.637,17.637,17.637,17.656,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,06/07/2016,6/21/2016 11:40:44 AM,,,,,12,SN05,CDI - Upper Lip Radial Thickness,Pass,0.326,0.341,0.341,0.341,0.364,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,06/07/2016,6/21/2016 11:40:44 AM,,,,,12,SN05,CDI - Upper Lip Radial Thickness,Pass,0.326,0.341,0.341,0.341,0.364,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,06/07/2016,6/21/2016 11:40:44 AM,,,,,12,SN05,CDI - Avg Wall Cell Thickness,Pass,0.126,0.13,0.13,0.13,0.141,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,06/07/2016,6/21/2016 11:40:44 AM,,,,,12,SN05,CDI - Avg Wall Cell Thickness,Pass,0.126,0.13,0.13,0.13,0.141,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,06/07/2016,6/21/2016 11:40:44 AM,,,,,12,SN05,CDI - Distance,Pass,0.572,0.586,0.586,0.586,0.592,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,06/07/2016,6/21/2016 11:40:44 AM,,,,,12,SN05,CDI - Distance,Pass,0.572,0.586,0.586,0.586,0.592,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,06/07/2016,6/21/2016 11:40:44 AM,,,,,12,SN05,Surface Roughness- Post Blast,Pass,200,237,249,243.5,300,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,06/07/2016,6/21/2016 11:40:44 AM,,,,,12,SN05,Surface Roughness- Post Blast,Pass,200,237,249,243.5,300,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,06/07/2016,6/21/2016 11:40:44 AM,,,,,12,SN05,Inner Cells,Pass,0,237,382,312.3333333,1000,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,06/07/2016,6/21/2016 11:40:44 AM,,,,,12,SN05,Inner Cells,Pass,0,237,382,312.3333333,1000,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,06/07/2016,6/21/2016 11:40:44 AM,,,,,12,SN05,Particle Values ( <1.0 p/cm2 at 0.3um),Pass,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,06/07/2016,6/21/2016 11:40:44 AM,,,,,12,SN05,Particle Values ( <1.0 p/cm2 at 0.3um),Pass,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,10/26/2016 8:17:22 PM,11/01/2016,,,,,13,SN05,Incoming Weight,Pass,15,29.4,29.4,29.4,50,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,10/26/2016 8:17:22 PM,11/01/2016,,,,,13,SN05,Incoming Weight,Pass,15,29.4,29.4,29.4,50,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,10/26/2016 8:17:22 PM,11/01/2016,,,,,13,SN05,Incoming Weight,Pass,15,29.4,29.4,29.4,50,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,10/26/2016 8:17:22 PM,11/01/2016,,,,,13,SN05,Post Strip Weight,Pass,15,19.2,19.2,19.2,50,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,10/26/2016 8:17:22 PM,11/01/2016,,,,,13,SN05,Post Strip Weight,Pass,15,19.2,19.2,19.2,50,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,10/26/2016 8:17:22 PM,11/01/2016,,,,,13,SN05,Post Strip Weight,Pass,15,19.2,19.2,19.2,50,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,10/26/2016 8:17:22 PM,11/01/2016,,,,,13,SN05,CDI - Flatness,Pass,0,0.001,0.001,0.001,0.002,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,10/26/2016 8:17:22 PM,11/01/2016,,,,,13,SN05,CDI - Flatness,Pass,0,0.001,0.001,0.001,0.002,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,10/26/2016 8:17:22 PM,11/01/2016,,,,,13,SN05,CDI - Flatness,Pass,0,0.001,0.001,0.001,0.002,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,10/26/2016 8:17:22 PM,11/01/2016,,,,,13,SN05,CDI - Diameter (Inner)- Post Strip,Pass,17.608,17.638,17.638,17.638,17.656,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,10/26/2016 8:17:22 PM,11/01/2016,,,,,13,SN05,CDI - Diameter (Inner)- Post Strip,Pass,17.608,17.638,17.638,17.638,17.656,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,10/26/2016 8:17:22 PM,11/01/2016,,,,,13,SN05,CDI - Diameter (Inner)- Post Strip,Pass,17.608,17.638,17.638,17.638,17.656,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,10/26/2016 8:17:22 PM,11/01/2016,,,,,13,SN05,CDI - Upper Lip Radial Thickness,Pass,0.326,0.34,0.34,0.34,0.364,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,10/26/2016 8:17:22 PM,11/01/2016,,,,,13,SN05,CDI - Upper Lip Radial Thickness,Pass,0.326,0.34,0.34,0.34,0.364,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,10/26/2016 8:17:22 PM,11/01/2016,,,,,13,SN05,CDI - Upper Lip Radial Thickness,Pass,0.326,0.34,0.34,0.34,0.364,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,10/26/2016 8:17:22 PM,11/01/2016,,,,,13,SN05,CDI - Avg Wall Cell Thickness,Pass,0.126,0.131,0.131,0.131,0.141,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,10/26/2016 8:17:22 PM,11/01/2016,,,,,13,SN05,CDI - Avg Wall Cell Thickness,Pass,0.126,0.131,0.131,0.131,0.141,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,10/26/2016 8:17:22 PM,11/01/2016,,,,,13,SN05,CDI - Avg Wall Cell Thickness,Pass,0.126,0.131,0.131,0.131,0.141,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,10/26/2016 8:17:22 PM,11/01/2016,,,,,13,SN05,CDI - Distance,Pass,0.572,0.586,0.586,0.586,0.592,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,10/26/2016 8:17:22 PM,11/01/2016,,,,,13,SN05,CDI - Distance,Pass,0.572,0.586,0.586,0.586,0.592,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,10/26/2016 8:17:22 PM,11/01/2016,,,,,13,SN05,CDI - Distance,Pass,0.572,0.586,0.586,0.586,0.592,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,10/26/2016 8:17:22 PM,11/01/2016,,,,,13,SN05,Surface Roughness- Post Blast,Pass,200,276,328,299,300,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,10/26/2016 8:17:22 PM,11/01/2016,,,,,13,SN05,Surface Roughness- Post Blast,Pass,200,276,328,299,300,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,10/26/2016 8:17:22 PM,11/01/2016,,,,,13,SN05,Surface Roughness- Post Blast,Pass,200,276,328,299,300,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,10/26/2016 8:17:22 PM,11/01/2016,,,,,13,SN05,Inner Cells,Pass,0,330,633,469.8333333,1000,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,10/26/2016 8:17:22 PM,11/01/2016,,,,,13,SN05,Inner Cells,Pass,0,330,633,469.8333333,1000,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,10/26/2016 8:17:22 PM,11/01/2016,,,,,13,SN05,Inner Cells,Pass,0,330,633,469.8333333,1000,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,10/26/2016 8:17:22 PM,11/01/2016,,,,,13,SN05,Particle Values ( <1.0 p/cm2 at 0.3um),Pass,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,10/26/2016 8:17:22 PM,11/01/2016,,,,,13,SN05,Particle Values ( <1.0 p/cm2 at 0.3um),Pass,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,10/26/2016 8:17:22 PM,11/01/2016,,,,,13,SN05,Particle Values ( <1.0 p/cm2 at 0.3um),Pass,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,11/18/2016 8:15:06 PM,11/29/2016 4:37:11 AM,,,,,14,SN05,Incoming Weight,Pass,15,29.6,29.6,29.6,50,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,11/18/2016 8:15:06 PM,11/29/2016 4:37:11 AM,,,,,14,SN05,Incoming Weight,Pass,15,29.6,29.6,29.6,50,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,11/18/2016 8:15:06 PM,11/29/2016 4:37:11 AM,,,,,14,SN05,Post Strip Weight,Pass,15,19,19,19,50,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,11/18/2016 8:15:06 PM,11/29/2016 4:37:11 AM,,,,,14,SN05,Post Strip Weight,Pass,15,19,19,19,50,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,11/18/2016 8:15:06 PM,11/29/2016 4:37:11 AM,,,,,14,SN05,CDI - Flatness,Pass,0,0.002,0.002,0.002,0.002,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,11/18/2016 8:15:06 PM,11/29/2016 4:37:11 AM,,,,,14,SN05,CDI - Flatness,Pass,0,0.002,0.002,0.002,0.002,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,11/18/2016 8:15:06 PM,11/29/2016 4:37:11 AM,,,,,14,SN05,CDI - Diameter (Inner)- Post Strip,Pass,17.608,17.638,17.638,17.638,17.656,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,11/18/2016 8:15:06 PM,11/29/2016 4:37:11 AM,,,,,14,SN05,CDI - Diameter (Inner)- Post Strip,Pass,17.608,17.638,17.638,17.638,17.656,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,11/18/2016 8:15:06 PM,11/29/2016 4:37:11 AM,,,,,14,SN05,CDI - Upper Lip Radial Thickness,Pass,0.326,0.34,0.34,0.34,0.364,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,11/18/2016 8:15:06 PM,11/29/2016 4:37:11 AM,,,,,14,SN05,CDI - Upper Lip Radial Thickness,Pass,0.326,0.34,0.34,0.34,0.364,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,11/18/2016 8:15:06 PM,11/29/2016 4:37:11 AM,,,,,14,SN05,CDI - Avg Wall Cell Thickness,Pass,0.126,0.13,0.13,0.13,0.141,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,11/18/2016 8:15:06 PM,11/29/2016 4:37:11 AM,,,,,14,SN05,CDI - Avg Wall Cell Thickness,Pass,0.126,0.13,0.13,0.13,0.141,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,11/18/2016 8:15:06 PM,11/29/2016 4:37:11 AM,,,,,14,SN05,CDI - Distance,Pass,0.572,0.591,0.591,0.591,0.592,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,11/18/2016 8:15:06 PM,11/29/2016 4:37:11 AM,,,,,14,SN05,CDI - Distance,Pass,0.572,0.591,0.591,0.591,0.592,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,11/18/2016 8:15:06 PM,11/29/2016 4:37:11 AM,,,,,14,SN05,Surface Roughness- Post Blast,Pass,200,251,267,257.75,300,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,11/18/2016 8:15:06 PM,11/29/2016 4:37:11 AM,,,,,14,SN05,Surface Roughness- Post Blast,Pass,200,251,267,257.75,300,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,11/18/2016 8:15:06 PM,11/29/2016 4:37:11 AM,,,,,14,SN05,Inner Cells,Pass,0,136,431,263.6666667,1000,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,11/18/2016 8:15:06 PM,11/29/2016 4:37:11 AM,,,,,14,SN05,Inner Cells,Pass,0,136,431,263.6666667,1000,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,11/18/2016 8:15:06 PM,11/29/2016 4:37:11 AM,,,,,14,SN05,Particle Values ( <1.0 p/cm2 at 0.3um),Pass,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,11/18/2016 8:15:06 PM,11/29/2016 4:37:11 AM,,,,,14,SN05,Particle Values ( <1.0 p/cm2 at 0.3um),Pass,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,12/15/2016 2:35:47 PM,12/28/2016 11:52:59 PM,,,,,15,SN05,Incoming Weight,Pass,15,29.4,29.4,29.4,50,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,12/15/2016 2:35:47 PM,12/28/2016 11:52:59 PM,,,,,15,SN05,Post Strip Weight,Pass,15,19,19,19,50,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,12/15/2016 2:35:47 PM,12/28/2016 11:52:59 PM,,,,,15,SN05,CDI - Flatness,Pass,0,0.001,0.001,0.001,0.002,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,12/15/2016 2:35:47 PM,12/28/2016 11:52:59 PM,,,,,15,SN05,CDI - Diameter (Inner)- Post Strip,Pass,17.608,17.639,17.639,17.639,17.656,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,12/15/2016 2:35:47 PM,12/28/2016 11:52:59 PM,,,,,15,SN05,CDI - Upper Lip Radial Thickness,Pass,0.326,0.339,0.339,0.339,0.364,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,12/15/2016 2:35:47 PM,12/28/2016 11:52:59 PM,,,,,15,SN05,CDI - Avg Wall Cell Thickness,Pass,0.126,0.13,0.13,0.13,0.141,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,12/15/2016 2:35:47 PM,12/28/2016 11:52:59 PM,,,,,15,SN05,CDI - Distance,Pass,0.572,0.587,0.587,0.587,0.592,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,12/15/2016 2:35:47 PM,12/28/2016 11:52:59 PM,,,,,15,SN05,Surface Roughness- Post Blast,Pass,200,252,284,264,300,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,12/15/2016 2:35:47 PM,12/28/2016 11:52:59 PM,,,,,15,SN05,Inner Cells,Pass,0,318,458,392.5,1000,,,,,,,,,,,,,,,,,,,,,,
